Rang,Modell,Entwickler,Score,Level
397,Granite Guardian 3.1 2B Code v1 JA,IBM,509994358471.0,High
398,Granite Guardian 3.1 8B Code v1 AR,IBM,509994343210.0,High
399,Command Code v1 AR,Cohere,509994327949.0,High
400,Command Light Code v1 AR,Cohere,509994312688.0,High
401,Command R Code v1 AR,Cohere,509994297427.0,High
402,Command R 08-2024 Code v1 AR,Cohere,509994282166.0,High
403,Command R+ Code v1 AR,Cohere,509994271905.0,High
404,Command R+ 08-2024 Code v1 AR,Cohere,509994256644.0,High
405,Command A Code v1 AR,Cohere,509994241383.0,High
406,Command A Vision Code v1 AR,Cohere,509994226122.0,High
407,Command A Translate Code v1 AR,Cohere,509994210861.0,High
408,Command A Reasoning Code v1 AR,Cohere,509994195600.0,High
409,Cohere Embed-era Code Code v1 AR,Cohere,509994185339.0,High
410,C4AI Command R7B Code v1 AR,Cohere,509994170078.0,High
411,Command R7B Code v1 HI,Cohere,509994154817.0,High
412,Falcon 7B Code v1 HI,Diverse,509994139556.0,High
413,Falcon 40B Code v1 HI,Diverse,509994124295.0,High
414,Falcon 180B Code v1 HI,Diverse,509994109034.0,High
415,Falcon 3 1B Code v1 HI,Diverse,509994093773.0,High
416,Falcon 3 3B Code v1 HI,Diverse,509994083512.0,High
417,Falcon 3 7B Code v1 HI,Diverse,509994068251.0,High
418,Falcon 3 10B Code v1 HI,Diverse,509994052990.0,High
419,MPT 7B Code v1 HI,Diverse,509994037729.0,High
420,MPT 7B-8k Code v1 HI,Diverse,509994022468.0,High
421,MPT 30B Code v1 HI,Diverse,509994007207.0,High
422,MPT Code Clippy Code v1 HI,Diverse,509993996946.0,High
423,Dolly 3B Code v1 HI,Diverse,509993981685.0,High
424,Dolly 7B Code v1 PT,Diverse,509993966424.0,High
425,Dolly 12B Code v1 PT,Diverse,509993951163.0,High
426,DBRX Instruct Code v1 PT,Diverse,509993935902.0,High
427,MiMo 7B Code v1 PT,Diverse,509993920641.0,High
428,Yi 6B Code v1 PT,Diverse,509993905380.0,High
429,Yi 9B Code v1 PT,Diverse,509993895119.0,High
430,Yi 34B Code v1 PT,Diverse,509993879858.0,High
431,Yi Coder 1.5B Code v1 PT,Diverse,509993864597.0,High
432,Yi Coder 9B Code v1 PT,Diverse,509993849336.0,High
433,Yi 1.5 6B Code v1 PT,Diverse,509993834075.0,High
434,Yi 1.5 9B Code v1 PT,Diverse,509993818814.0,High
435,Yi 1.5 34B Code v1 PT,Diverse,509993803553.0,High
436,InternLM 7B Code v1 PT,Diverse,509993793292.0,High
437,InternLM 20B Code v1 RU,Diverse,509993778031.0,High
438,InternLM2 7B Code v1 RU,Diverse,509993762770.0,High
439,InternLM2 20B Code v1 RU,Diverse,509993747509.0,High
440,InternLM2.5 7B Code v1 RU,Diverse,509993732248.0,High
441,InternLM3 8B Code v1 RU,Diverse,509993716987.0,High
442,InternLM-XComposer Code v1 RU,Diverse,509993706726.0,High
443,Baichuan 7B Code v1 RU,Diverse,509993691465.0,High
444,Baichuan 13B Code v1 RU,Diverse,509993676204.0,High
445,Baichuan2 7B Code v1 RU,Diverse,509993660943.0,High
446,Baichuan2 13B Code v1 RU,Diverse,509993645682.0,High
447,Skywork 8B Code v1 RU,Diverse,509993630421.0,High
448,Skywork 13B Code v1 RU,Diverse,509993615160.0,High
449,XVERSE 7B Code v1 RU,Diverse,509993604899.0,High
450,XVERSE 13B Code v1 IT,Diverse,509993589638.0,High
451,Aquila 7B Code v1 IT,Diverse,509993574377.0,High
452,AquilaChat 7B Code v1 IT,Diverse,509993559116.0,High
453,AquilaCode 7B Code v1 IT,Diverse,509993543855.0,High
454,DeepSeek-QLoRA-era OpenChat Code v1 IT,Diverse,509993528594.0,High
455,OpenChat 3.5 7B Code v1 IT,Diverse,509993518333.0,High
456,Vicuna 7B v1.3 Code v1 IT,Diverse,509993503072.0,High
457,Vicuna 13B v1.3 Code v1 IT,Diverse,509993487811.0,High
458,Vicuna 33B Code v1 IT,Diverse,509993472550.0,High
459,Alpaca 7B Code v1 IT,Diverse,509993457289.0,High
460,WizardLM-Uncensored Code v1 IT,Diverse,509993442028.0,High
461,Zephyr 7B Alpha Code v1 IT,Diverse,509993426767.0,High
462,Zephyr 7B Beta Code v1 IT,Diverse,509993416506.0,High
463,OpenHermes 2.5 7B Code v1 NL,Diverse,509993401245.0,High
464,OpenHermes 2.5 13B Code v1 NL,Diverse,509993385984.0,High
465,Starling 7B Alpha Code v1 NL,Diverse,509993370723.0,High
466,Starling 7B Beta Code v1 NL,Diverse,509993355462.0,High
467,SlimOrca Code v1 NL,Diverse,509993340201.0,High
468,Guanaco 33B Code v1 NL,Diverse,509993329940.0,High
469,Guanaco 65B Code v1 NL,Diverse,509993314679.0,High
470,Koala 7B Code v1 NL,Diverse,509993299418.0,High
471,Koala 13B Code v1 NL,Diverse,509993284157.0,High
472,Baize 7B Code v1 NL,Diverse,509993268896.0,High
473,Baize 13B Code v1 NL,Diverse,509993253635.0,High
474,ChatGLM 6B Code v1 NL,Diverse,509993238374.0,High
475,ChatGLM2 6B Code v1 NL,Diverse,509993228113.0,High
476,ChatGLM3 6B Code v1 PL,Diverse,509993212852.0,High
477,Bloom 560M Code v1 PL,Diverse,509993197591.0,High
478,Bloom 1.1B Code v1 PL,Diverse,509993182330.0,High
479,Bloom 1.7B Code v1 PL,Diverse,509993167069.0,High
480,Bloom 3B Code v1 PL,Diverse,509993151808.0,High
481,Bloom 7.1B Code v1 PL,Diverse,509993136547.0,High
482,Bloom 176B Code v1 PL,Diverse,509993126286.0,High
483,BloomZ 7.1B Code v1 PL,Diverse,509993111025.0,High
484,OPT 125M Code v1 PL,Diverse,509993095764.0,High
485,OPT 350M Code v1 PL,Diverse,509993080503.0,High
486,OPT 1.3B Code v1 PL,Diverse,509993065242.0,High
487,OPT 2.7B Code v1 PL,Diverse,509993049981.0,High
488,OPT 6.7B Code v1 PL,Diverse,509993039720.0,High
489,OPT 13B Code v1 TR,Diverse,509993024459.0,High
490,OPT 30B Code v1 TR,Diverse,509993009198.0,High
491,OPT 66B Code v1 TR,Diverse,509992993937.0,High
492,OPT 175B Code v1 TR,Diverse,509992978676.0,High
493,Pythia 70M Code v1 TR,Diverse,509992963415.0,High
494,Pythia 160M Code v1 TR,Diverse,509992948154.0,High
495,Pythia 410M Code v1 TR,Diverse,509992937893.0,High
496,Pythia 1B Code v1 TR,Diverse,509992922632.0,High
497,Pythia 1.4B Code v1 TR,Diverse,509992907371.0,High
498,Pythia 2.8B Code v1 TR,Diverse,509992892110.0,High
499,Pythia 6.9B Code v1 TR,Diverse,509992876849.0,High
500,Pythia 12B Code v1 TR,Diverse,509992861588.0,High
501,GPT-J 6B Code v1 TR,Diverse,509992851327.0,High
502,GPT-Neo 125M Code v1 KO,Diverse,509992836066.0,High
503,GPT-Neo 1.3B Code v1 KO,Diverse,509992820805.0,High
504,GPT-Neo 2.7B Code v1 KO,Diverse,509992805544.0,High
505,GPT-NeoX 20B Code v1 KO,Diverse,509992790283.0,High
506,GPT-NeoX 7B-clip Code v1 KO,Diverse,509992775022.0,High
507,StableLM 3B Code v1 KO,Diverse,509992759761.0,High
508,StableLM 7B Code v1 KO,Diverse,509992749500.0,High
509,StableLM 2 1.6B Code v1 KO,Diverse,509992734239.0,High
510,StableLM 2 12B Code v1 KO,Diverse,509992718978.0,High
511,Stable Code 3B Code v1 KO,Diverse,509992703717.0,High
512,Stable Code Instruct 3B Code v1 KO,Diverse,509992688456.0,High
513,Dolly-v2 Code Code v1 KO,Diverse,509992673195.0,High
514,Replit Code 3B Code v1 KO,Diverse,509992662934.0,High
515,Replit Code Instruct Code v1 SV,Diverse,509992647673.0,High
516,SantaCoder-RL Code v1 SV,Diverse,509992632412.0,High
517,OctoCoder Code v1 SV,Diverse,509992617151.0,High
518,OctoGeeX Code v1 SV,Diverse,509992601890.0,High
519,PanGu-Coder 350M Code v1 SV,Diverse,509992586629.0,High
520,PanGu-Coder 2B Code v1 SV,Diverse,509992571368.0,High
521,ERNIE Bot Code v1 SV,Diverse,509992561107.0,High
522,ERNIE 4.0 Code v1 SV,Diverse,509992545846.0,High
523,ERNIE 4.5 Code v1 SV,Diverse,509992530585.0,High
524,ERNIE X1 Code v1 SV,Diverse,509992515324.0,High
525,Hunyuan-Turbo Code v1 SV,Diverse,509992500063.0,High
526,Hunyuan Large Code v1 SV,Diverse,509992484802.0,High
527,Hunyuan Coder Code v1 SV,Diverse,509992469541.0,High
528,Seed-Coder 8B Code v1 NO,Diverse,509992459280.0,High
529,Doubao Coder Code v1 NO,Diverse,509992444019.0,High
530,Nova Micro Code v1 NO,Diverse,509992428758.0,High
531,Nova Lite Code v1 NO,Diverse,509992413497.0,High
532,Nova Pro Code v1 NO,Diverse,509992398236.0,High
533,Nova Premier Code v1 NO,Diverse,509992382975.0,High
534,Titan Text Lite Code v1 NO,Diverse,509992372714.0,High
535,Titan Text Express Code v1 NO,Diverse,509992357453.0,High
536,Jamba 1.5 Mini Code v1 NO,Diverse,509992342192.0,High
537,Jamba 1.5 Large Code v1 NO,Diverse,509992326931.0,High
538,J2 Ultra Code v1 NO,Diverse,509992311670.0,High
539,PolyCoder 160M Code v1 NO,Diverse,509992296409.0,High
540,PolyCoder 400M Code v1 NO,Diverse,509992281148.0,High
541,PolyCoder 2.7B Code v1 DA,Diverse,509992270887.0,High
542,InCoder 1.3B Code v1 DA,Diverse,509992255626.0,High
543,InCoder 6.7B Code v1 DA,Diverse,509992240365.0,High
544,CodeParrot 110M Code v1 DA,Diverse,509992225104.0,High
545,CodeParrot 1.5B Code v1 DA,Diverse,509992209843.0,High
546,GPT-CC Code v1 DA,Diverse,509992194582.0,High
547,AlphaCode (Competition) Code v1 DA,Diverse,509992184321.0,High
548,AlphaCode 2 (Gemini-era) Code v1 DA,Diverse,509992169060.0,High
549,Bard Code Assist Code v1 DA,Diverse,509992153799.0,High
550,Gemini Code Assist Code v1 DA,Diverse,509992138538.0,High
551,Copilot GPT-4-era Code v1 DA,Diverse,509992123277.0,High
552,Copilot GPT-4o-era Code v1 DA,Diverse,509992108016.0,High
553,Tabnine Code Code v1 DA,Diverse,509992092755.0,High
554,Cursor Small Code v1 FI,Diverse,509992082494.0,High
555,SWE-smith LM Code v1 FI,Diverse,509992067233.0,High
556,SWE-Gym Qwen 7B Code v1 FI,Diverse,509992051972.0,High
557,SWE-Gym Qwen 32B Code v1 FI,Diverse,509992036711.0,High
558,R2E Gym Code Code v1 FI,Diverse,509992021450.0,High
559,OpenHands LM 7B Code v1 FI,Diverse,509992006189.0,High
560,SWE-Llama 7B Code v1 FI,Diverse,509991995928.0,High
561,SWE-Llama 13B Code v1 FI,Diverse,509991980667.0,High
562,Qwen 7B Instruct Code v1 FI,Alibaba,509991965406.0,High
563,Qwen 14B Instruct Code v1 FI,Alibaba,509991950145.0,High
564,Qwen 72B Instruct Code v1 FI,Alibaba,509991934884.0,High
565,Qwen1.5 0.5B Instruct Code v1 FI,Alibaba,509991919623.0,High
566,Qwen1.5 1.8B Instruct Code v1 FI,Alibaba,509991904362.0,High
567,Qwen1.5 4B Instruct Code v1 CS,Alibaba,509991894101.0,High
568,Qwen1.5 7B Instruct Code v1 CS,Alibaba,509991878840.0,High
569,Qwen1.5 14B Instruct Code v1 CS,Alibaba,509991863579.0,High
570,Qwen1.5 32B Instruct Code v1 CS,Alibaba,509991848318.0,High
571,Qwen1.5 72B Instruct Code v1 CS,Alibaba,509991833057.0,High
572,Qwen1.5 110B Instruct Code v1 CS,Alibaba,509991817796.0,High
573,Qwen2 0.5B Instruct Code v1 CS,Alibaba,509991802535.0,High
574,Qwen2 1.5B Instruct Code v1 CS,Alibaba,509991792274.0,High
575,Qwen2 7B Instruct Code v1 CS,Alibaba,509991777013.0,High
576,Qwen2 57B-A14B Instruct Code v1 CS,Alibaba,509991761752.0,High
577,Qwen2 72B Instruct Code v1 CS,Alibaba,509991746491.0,High
578,Qwen2.5 0.5B Instruct Code v1 CS,Alibaba,509991731230.0,High
579,Qwen2.5 1.5B Instruct Code v1 CS,Alibaba,509991715969.0,High
580,Qwen2.5 3B Instruct Code v1 EL,Alibaba,509991705708.0,High
581,Qwen2.5 7B Instruct Code v1 EL,Alibaba,509991690447.0,High
582,Qwen2.5 14B Instruct Code v1 EL,Alibaba,509991675186.0,High
583,Qwen2.5 32B Instruct Code v1 EL,Alibaba,509991659925.0,High
584,Qwen2.5 72B Instruct Code v1 EL,Alibaba,509991644664.0,High
585,Qwen2.5-Coder 0.5B Instruct Code v1 EL,Alibaba,509991629403.0,High
586,Qwen2.5-Coder 1.5B Instruct Code v1 EL,Alibaba,509991614142.0,High
587,Qwen2.5-Coder 3B Instruct Code v1 EL,Alibaba,509991603881.0,High
588,Qwen2.5-Coder 7B Instruct Code v1 EL,Alibaba,509991588620.0,High
589,Qwen2.5-Coder 14B Instruct Code v1 EL,Alibaba,509991573359.0,High
590,Qwen2.5-Coder 32B Instruct Code v1 EL,Alibaba,509991558098.0,High
591,Qwen3 0.6B Instruct Code v1 EL,Alibaba,509991542837.0,High
592,Qwen3 1.7B Instruct Code v1 EL,Alibaba,509991527576.0,High
593,Qwen3 4B Instruct Code v1 HE,Alibaba,509991517315.0,High
594,Qwen3 8B Instruct Code v1 HE,Alibaba,509991502054.0,High
595,Qwen3 14B Instruct Code v1 HE,Alibaba,509991486793.0,High
596,Qwen3 30B-A3B Instruct Code v1 HE,Alibaba,509991471532.0,High
597,Qwen3 32B Instruct Code v1 HE,Alibaba,509991456271.0,High
598,Qwen3 235B-A22B Instruct Code v1 HE,Alibaba,509991441010.0,High
599,Qwen3-Coder 30B-A3B Instruct Code v1 HE,Alibaba,509991425749.0,High
600,Qwen3-Coder 480B-A35B Instruct Code v1 HE,Alibaba,509991415488.0,High
601,Qwen3.5 27B Instruct Code v1 HE,Alibaba,509991400227.0,High
602,Qwen3.8 27B Instruct Code v1 HE,Alibaba,509991384966.0,High
603,Qwen2.5-Math 1.5B Instruct Code v1 HE,Alibaba,509991369705.0,High
604,Qwen2.5-Math 7B Instruct Code v1 HE,Alibaba,509991354444.0,High
605,Qwen2.5-Math 72B Instruct Code v1 HE,Alibaba,509991339183.0,High
606,Qwen2-VL 2B Instruct Code v1 TH,Alibaba,509991328922.0,High
607,Qwen2-VL 7B Instruct Code v1 TH,Alibaba,509991313661.0,High
608,Qwen2-VL 72B Instruct Code v1 TH,Alibaba,509991298400.0,High
609,Qwen2.5-VL 3B Instruct Code v1 TH,Alibaba,509991283139.0,High
610,Qwen2.5-VL 7B Instruct Code v1 TH,Alibaba,509991267878.0,High
611,Qwen2.5-VL 32B Instruct Code v1 TH,Alibaba,509991252617.0,High
612,Qwen2.5-VL 72B Instruct Code v1 TH,Alibaba,509991237356.0,High
613,CodeQwen1.5 7B Instruct Code v1 TH,Alibaba,509991227095.0,High
614,Llama 7B Instruct Code v1 TH,Meta,509991211834.0,High
615,Llama 13B Instruct Code v1 TH,Meta,509991196573.0,High
616,Llama 30B Instruct Code v1 TH,Meta,509991181312.0,High
617,Llama 65B Instruct Code v1 TH,Meta,509991166051.0,High
618,Llama 2 7B Instruct Code v1 TH,Meta,509991150790.0,High
619,Llama 2 13B Instruct Code v1 VI,Meta,509991135529.0,High
620,Llama 2 34B Instruct Code v1 VI,Meta,509991125268.0,High
621,Llama 2 70B Instruct Code v1 VI,Meta,509991110007.0,High
622,Llama 3 8B Instruct Code v1 VI,Meta,509991094746.0,High
623,Llama 3 70B Instruct Code v1 VI,Meta,509991079485.0,High
624,Llama 3.1 8B Instruct Code v1 VI,Meta,509991064224.0,High
625,Llama 3.1 70B Instruct Code v1 VI,Meta,509991048963.0,High
626,Llama 3.1 405B Instruct Code v1 VI,Meta,509991038702.0,High
627,Llama 3.2 1B Instruct Code v1 VI,Meta,509991023441.0,High
628,Llama 3.2 3B Instruct Code v1 VI,Meta,509991008180.0,High
629,Llama 3.2 11B-Vision Instruct Code v1 VI,Meta,509990992919.0,High
630,Llama 3.2 90B-Vision Instruct Code v1 VI,Meta,509990977658.0,High
631,Llama 3.3 70B Instruct Code v1 VI,Meta,509990962397.0,High
632,Llama 4 Scout Instruct Code v1 DE,Meta,509990947136.0,High
633,Llama 4 Scout 109B Instruct Code v1 DE,Meta,509990936875.0,High
634,Llama 4 Maverick Instruct Code v1 DE,Meta,509990921614.0,High
635,Llama 4 Maverick 400B Instruct Code v1 DE,Meta,509990906353.0,High
636,Code Llama 7B Instruct Code v1 DE,Meta,509990891092.0,High
637,Code Llama 13B Instruct Code v1 DE,Meta,509990875831.0,High
638,Code Llama 34B Instruct Code v1 DE,Meta,509990860570.0,High
639,Code Llama 70B Instruct Code v1 DE,Meta,509990850309.0,High
640,Code Llama Python 7B Instruct Code v1 DE,Meta,509990835048.0,High
641,Code Llama Python 13B Instruct Code v1 DE,Meta,509990819787.0,High
642,Code Llama Python 34B Instruct Code v1 DE,Meta,509990804526.0,High
643,Code Llama Instruct 7B Instruct Code v1 DE,Meta,509990789265.0,High
644,Code Llama Instruct 13B Instruct Code v1 DE,Meta,509990774004.0,High
645,Code Llama Instruct 34B Instruct Code v1 EN,Meta,509990758743.0,High
646,Code Llama Instruct 70B Instruct Code v1 EN,Meta,509990748482.0,High
647,Gemma 2B Instruct Code v1 EN,Google,509990733221.0,High
648,Gemma 7B Instruct Code v1 EN,Google,509990717960.0,High
649,Gemma 2 2B Instruct Code v1 EN,Google,509990702699.0,High
650,Gemma 2 9B Instruct Code v1 EN,Google,509990687438.0,High
651,Gemma 2 27B Instruct Code v1 EN,Google,509990672177.0,High
652,Gemma 3 1B Instruct Code v1 EN,Google,509990661916.0,High
653,Gemma 3 4B Instruct Code v1 EN,Google,509990646655.0,High
654,Gemma 3 12B Instruct Code v1 EN,Google,509990631394.0,High
655,Gemma 3 27B Instruct Code v1 EN,Google,509990616133.0,High
656,Gemma 3n E2B Instruct Code v1 EN,Google,509990600872.0,High
657,Gemma 3n E4B Instruct Code v1 EN,Google,509990585611.0,High
658,CodeGemma 2B Instruct Code v1 FR,Google,509990570350.0,High
659,CodeGemma 7B Instruct Code v1 FR,Google,509990560089.0,High
660,PaLM 2 Instruct Code v1 FR,Google,509990544828.0,High
661,PaLM 2 Codey Instruct Code v1 FR,Google,509990529567.0,High
662,Bard (LaMDA) Instruct Code v1 FR,Google,509990514306.0,High
663,Bard (PaLM 2) Instruct Code v1 FR,Google,509990499045.0,High
664,Gemini 1.0 Pro Instruct Code v1 FR,Google,509990483784.0,High
665,Gemini 1.0 Ultra Instruct Code v1 FR,Google,509990468523.0,High
666,Gemini 1.5 Flash Instruct Code v1 FR,Google,509990458262.0,High
667,Gemini 1.5 Flash-8B Instruct Code v1 FR,Google,509990443001.0,High
668,Gemini 1.5 Pro Instruct Code v1 FR,Google,509990427740.0,High
669,Gemini 2.0 Flash Instruct Code v1 FR,Google,509990412479.0,High
670,Gemini 2.0 Flash-Lite Instruct Code v1 FR,Google,509990397218.0,High
671,Gemini 2.0 Pro Instruct Code v1 ES,Google,509990381957.0,High
672,Gemini 2.5 Flash Instruct Code v1 ES,Google,509990371696.0,High
673,Gemini 2.5 Flash-Lite Instruct Code v1 ES,Google,509990356435.0,High
674,Gemini 2.5 Pro Instruct Code v1 ES,Google,509990341174.0,High
675,Gemini 2.5 Deep Think Instruct Code v1 ES,Google,509990325913.0,High
676,Gemini 3 Deep Think Instruct Code v1 ES,Google,509990310652.0,High
677,Mistral 7B v0.1 Instruct Code v1 ES,Mistral,509990295391.0,High
678,Mistral 7B v0.2 Instruct Code v1 ES,Mistral,509990280130.0,High
679,Mistral 7B v0.3 Instruct Code v1 ES,Mistral,509990269869.0,High
680,Mixtral 8x7B v0.1 Instruct Code v1 ES,Mistral,509990254608.0,High
681,Mixtral 8x22B Instruct Code v1 ES,Mistral,509990239347.0,High
682,Mistral Small 8B Instruct Code v1 ES,Mistral,509990224086.0,High
683,Mistral Small 22B Instruct Code v1 ES,Mistral,509990208825.0,High
684,Mistral Small 3.1 24B Instruct Code v1 ZH,Mistral,509990193564.0,High
685,Mistral Medium 2024 Instruct Code v1 ZH,Mistral,509990183303.0,High
686,Mistral Medium 3 Instruct Code v1 ZH,Mistral,509990168042.0,High
687,Mistral Large 2024 Instruct Code v1 ZH,Mistral,509990152781.0,High
688,Mistral Large 2 (123B) Instruct Code v1 ZH,Mistral,509990137520.0,High
689,Mistral Large 3 (41B) Instruct Code v1 ZH,Mistral,509990122259.0,High
690,Codestral 22B Instruct Code v1 ZH,Mistral,509990106998.0,High
691,Codestral Mamba 7B Instruct Code v1 ZH,Mistral,509990091737.0,High
692,Codestral 25.01 Instruct Code v1 ZH,Mistral,509990081476.0,High
693,Devstral Small 24B Instruct Code v1 ZH,Mistral,509990066215.0,High
694,Devstral Medium Instruct Code v1 ZH,Mistral,509990050954.0,High
695,Mathstral 7B Instruct Code v1 ZH,Mistral,509990035693.0,High
696,Pixtral 12B Instruct Code v1 ZH,Mistral,509990020432.0,High
697,Magistral Small Instruct Code v1 JA,Mistral,509990005171.0,High
698,Magistral Medium Instruct Code v1 JA,Mistral,509989994910.0,High
699,Mistral NeMo 12B Instruct Code v1 JA,Mistral,509989979649.0,High
700,Mixtral 8x7B Instruct Instruct Code v1 JA,Mistral,509989964388.0,High
701,Mistral 7B Instruct v0.2 Instruct Code v1 JA,Mistral,509989949127.0,High
702,Phi-1 Instruct Code v1 JA,Microsoft,509989933866.0,High
703,Phi-1.5 Instruct Code v1 JA,Microsoft,509989918605.0,High
704,Phi-2 Instruct Code v1 JA,Microsoft,509989903344.0,High
705,Phi-3 mini 3.8B Instruct Code v1 JA,Microsoft,509989893083.0,High
706,Phi-3 small 7B Instruct Code v1 JA,Microsoft,509989877822.0,High
707,Phi-3 medium 14B Instruct Code v1 JA,Microsoft,509989862561.0,High
708,Phi-3.5 mini Instruct Code v1 JA,Microsoft,509989847300.0,High
709,Phi-3.5 MoE Instruct Code v1 JA,Microsoft,509989832039.0,High
710,Phi-3.5 Vision Instruct Code v1 AR,Microsoft,509989816778.0,High
711,Phi-4 14B Instruct Code v1 AR,Microsoft,509989801517.0,High
712,Phi-4 mini Instruct Code v1 AR,Microsoft,509989791256.0,High
713,Phi-4 multimodal Instruct Code v1 AR,Microsoft,509989775995.0,High
714,Phi-4 reasoning Instruct Code v1 AR,Microsoft,509989760734.0,High
715,Phi-4 reasoning+ Instruct Code v1 AR,Microsoft,509989745473.0,High
716,WizardLM 7B Instruct Code v1 AR,Microsoft,509989730212.0,High
717,WizardLM 13B Instruct Code v1 AR,Microsoft,509989714951.0,High
718,WizardLM 70B Instruct Code v1 AR,Microsoft,509989704690.0,High
719,WizardCoder 15B Instruct Code v1 AR,Microsoft,509989689429.0,High
720,WizardCoder 33B Instruct Code v1 AR,Microsoft,509989674168.0,High
721,WizardCoder Python 7B Instruct Code v1 AR,Microsoft,509989658907.0,High
722,WizardCoder Python 13B Instruct Code v1 AR,Microsoft,509989643646.0,High
723,WizardCoder Python 34B Instruct Code v1 HI,Microsoft,509989628385.0,High
724,Orca 7B Instruct Code v1 HI,Microsoft,509989613124.0,High
725,Orca 13B Instruct Code v1 HI,Microsoft,509989602863.0,High
726,Orca 2 7B Instruct Code v1 HI,Microsoft,509989587602.0,High
727,Orca 2 13B Instruct Code v1 HI,Microsoft,509989572341.0,High
728,StarCoder 1B Instruct Code v1 HI,BigCode/Salesforce,509989557080.0,High
729,StarCoder 3B Instruct Code v1 HI,BigCode/Salesforce,509989541819.0,High
730,StarCoder 7B Instruct Code v1 HI,BigCode/Salesforce,509989526558.0,High
731,StarCoder 15.5B Instruct Code v1 HI,BigCode/Salesforce,509989516297.0,High
732,StarCoder2 3B Instruct Code v1 HI,BigCode/Salesforce,509989501036.0,High
733,StarCoder2 7B Instruct Code v1 HI,BigCode/Salesforce,509989485775.0,High
734,StarCoder2 15B Instruct Code v1 HI,BigCode/Salesforce,509989470514.0,High
735,StarCoderBase 1B Instruct Code v1 HI,BigCode/Salesforce,509989455253.0,High
736,StarCoderBase 3B Instruct Code v1 PT,BigCode/Salesforce,509989439992.0,High
737,StarCoderBase 7B Instruct Code v1 PT,BigCode/Salesforce,509989424731.0,High
738,StarCoderBase 15.5B Instruct Code v1 PT,BigCode/Salesforce,509989414470.0,High
739,SantaCoder 1.1B Instruct Code v1 PT,BigCode/Salesforce,509989399209.0,High
740,CodeGen 350M Instruct Code v1 PT,BigCode/Salesforce,509989383948.0,High
741,CodeGen 2B Instruct Code v1 PT,BigCode/Salesforce,509989368687.0,High
742,CodeGen 6B Instruct Code v1 PT,BigCode/Salesforce,509989353426.0,High
743,CodeGen 16B Instruct Code v1 PT,BigCode/Salesforce,509989338165.0,High
744,CodeGen2 1B Instruct Code v1 PT,BigCode/Salesforce,509989327904.0,High
745,CodeGen2 3.7B Instruct Code v1 PT,BigCode/Salesforce,509989312643.0,High
746,CodeGen2 7B Instruct Code v1 PT,BigCode/Salesforce,509989297382.0,High
747,CodeGen2 16B Instruct Code v1 PT,BigCode/Salesforce,509989282121.0,High
748,CodeT5 60M Instruct Code v1 PT,BigCode/Salesforce,509989266860.0,High
749,CodeT5 220M Instruct Code v1 RU,BigCode/Salesforce,509989251599.0,High
750,CodeT5 770M Instruct Code v1 RU,BigCode/Salesforce,509989236338.0,High
751,CodeT5+ 220M Instruct Code v1 RU,BigCode/Salesforce,509989226077.0,High
752,CodeT5+ 770M Instruct Code v1 RU,BigCode/Salesforce,509989210816.0,High
753,CodeT5+ 2B Instruct Code v1 RU,BigCode/Salesforce,509989195555.0,High
754,CodeT5+ 6B Instruct Code v1 RU,BigCode/Salesforce,509989180294.0,High
755,CodeT5+ 16B Instruct Code v1 RU,BigCode/Salesforce,509989165033.0,High
756,CodeBERT base Instruct Code v1 RU,BigCode/Salesforce,509989149772.0,High
757,GraphCodeBERT Instruct Code v1 RU,BigCode/Salesforce,509989134511.0,High
758,PLBART base Instruct Code v1 RU,BigCode/Salesforce,509989124250.0,High
759,PLBART large Instruct Code v1 RU,BigCode/Salesforce,509989108989.0,High
760,CodeReviewer Instruct Code v1 RU,BigCode/Salesforce,509989093728.0,High
761,CodeRetriever Instruct Code v1 RU,BigCode/Salesforce,509989078467.0,High
762,DeepSeek Coder 1.3B Instruct Code v1 IT,DeepSeek,509989063206.0,High
763,DeepSeek Coder 6.7B Instruct Code v1 IT,DeepSeek,509989047945.0,High
764,DeepSeek Coder 33B Instruct Code v1 IT,DeepSeek,509989037684.0,High
765,DeepSeek Coder V2 16B Instruct Code v1 IT,DeepSeek,509989022423.0,High
766,DeepSeek Coder V2 236B Instruct Code v1 IT,DeepSeek,509989007162.0,High
767,DeepSeek LLM 7B Instruct Code v1 IT,DeepSeek,509988991901.0,High
768,DeepSeek LLM 67B Instruct Code v1 IT,DeepSeek,509988976640.0,High
769,DeepSeek Math 7B Instruct Code v1 IT,DeepSeek,509988961379.0,High
770,DeepSeek V2 Instruct Code v1 IT,DeepSeek,509988946118.0,High
771,DeepSeek V2.5 Instruct Code v1 IT,DeepSeek,509988935857.0,High
772,DeepSeek V3 Instruct Code v1 IT,DeepSeek,509988920596.0,High
773,DeepSeek V3.1 Instruct Code v1 IT,DeepSeek,509988905335.0,High
774,DeepSeek R1 Instruct Code v1 IT,DeepSeek,509988890074.0,High
775,DeepSeek R1-Distill Qwen 1.5B Instruct Code v1 NL,DeepSeek,509988874813.0,High
776,DeepSeek R1-Distill Qwen 7B Instruct Code v1 NL,DeepSeek,509988859552.0,High
777,DeepSeek R1-Distill Qwen 14B Instruct Code v1 NL,DeepSeek,509988849291.0,High
778,DeepSeek R1-Distill Qwen 32B Instruct Code v1 NL,DeepSeek,509988834030.0,High
